,text,retweet,likes
2385,Altri 3 attacchi con ATGM Stugna P ucraini su veicoli militari russi ad opera della 28a Brigata Meccanizzata Ucraina. UkraineRussianWar UkraineRussiaWar UkraineRussiaConflict UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co qtliEfMty8,0,3
2387,Altri due attacchi ucraini con ATGM Stugna P e altri 2 tank russi T 72 distrutti. UkraineRussianWar UkraineRussiaWar UkraineRussiaConflict UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co RUvF8q8FiI,0,1
2389,Un lanciarazzi termobarico russo TOS 1A requisito dalle forze ucraine non in buone condizioni (forse è quello colpito ieri da un ATGM) e rancio in dotazione alle forze russe. UkraineRussianWar UkraineRussiaWar UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co 6Mvj8BX1q0,0,0
2391,RT : Fondazione Banca del Monte di Lombardia offre contributi per i progetti dedicati ai minori degli enti no profit di Pav,1,0
2392,"86 militari ucraini stanno tornando a casa dopo lo scambio di prigionieri il 1 aprile, ha detto Iryna Vereshchuk https: t.co 2NYzvOstdv WARINUKRAINE StopRussia StopPutinNOW SupportUkraine StopRussianAggression UkraineWar SaveMariupol SanctionsRussia https: t.co zPJc2iepBi",0,1
2393,Ancora conquiste ucraine. Un MT LB ucraino che traina obice semovente d'artiglieriada 152 mm russo 2S3 Akatsiya requisito e dietro un altro MT LB ucraino che spinge. UkraineRussianWar UkraineRussiaWar UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co GNa4pJ8ST5,1,2
2394,"RT : UkraineWar Le parole mettetele voi, io non le trovo. https: t.co tYZWzzr7jF",1,0
2398,Altre conquiste ucraine: un veicolo corazzato cingolato da recupero BTS 4A ucraino che rimorchia un tank T 72B danneggiato che i russi hanno perso nelle battaglie di ieri. UkraineRussianWar UkraineRussiaWar UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co Rpl54hhKNZ,1,2
2400,"RT : Claudio Locatelli giornalista combattente è arrivato da AndreaCisternino. TUTTI VIVI! Cibo e acqua per tutti, Natasha",4,0
2401,"UCRAINA : VIDEO TANTI CIVILI INNOCENTI UCRAINI UCCISO DALL'ESERCITO RUSSO! IMMAGINI FORTI DALLA CITT DI BUCHA, A NORD OVEST DI KIEV La quantità di cittadini morti in una sola strada... UkraineWar UkraineRussia Ucrania M FckPutin https: t.co eqckFmr739",0,0
2403,Roma domenica 3aprile alle 10 in Via Torino 6: Forum europeo contro la guerra! Chigi UkraineRussiaWar Ukraine UkraineWar https: t.co jjEPu6RG2S https: t.co sZCP5DSsUv,0,0
2405,"UKRAINEWAR Ritrovati i cadaveri di Ksjena e Maksim Iowenko, la coppia di civili uccisa dai soldati russi mentre erano con le mani in alto, davanti al figlio di 6 anni e la madre di lei. La BBC sta documentando questi e altri crimini di guerra. https: t.co kBJQe21QrT",6,12
2406,"UkraineWar Le parole mettetele voi, io non le trovo. https: t.co tYZWzzr7jF",1,0
2407,Scena ormai classica di questa guerra in Ucraina:trattore ucraino traina mezzi russi.Questa volta obice semovente da 122mm russo 2S1 Gvozdika abbandonato dalle forze armate russe. UkraineRussianWar UkraineRussiaWar UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co HNGk6EgKYz,0,4
2408,"Guerra in Ucraina, Minniti a ""L'Ospite"" su : "" Putin ha sopravvalutato se stesso"" Ukraine UkraineRussiaWar UkraineWar https: t.co WvMY0gKeCm",0,1
2409,RT il bomber: Le forze armate ucraine hanno distrutto un veicolo russo GAZ 2230 Tigr in un luogo non specificato dell' Ucraina.Sembr,1,0
2410,Le forze armate ucraine hanno distrutto un veicolo russo GAZ 2230 Tigr in un luogo non specificato dell' Ucraina.Sembra che un missile abbia colpito la part posteriore del veicolo. UkraineRussianWar UkraineRussiaWar UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co t2OsydBCRl,1,3
2411,"I corpi di 5 donne morte nude, che i barbari russi hanno cercato di bruciare sul ciglio della strada, sono stati trovati sotto una coperta vicino all'autostrada a 20 km da Kiev UkraineWar https: t.co dK6VdAUnN5",0,0
2415,RT : Il bilancio del bombardamento del Teatro di Mariupol del 16 marzo è di 300 civili uccisi. Vi ricordate quanti hanno url,77,0
2416,RT it: UKRAINEWAR Il mette in prima pagina le foto di 9 soldati russi uccisi in Ucraina. Hanno tra 18 e 21 anni,10,0
2418,Militari ucraini nell'aeroporto di Hostomel (Oblast di Kiev) liberato dai russi. Gostomel Kyiv UkraineRussianWar UkraineRussiaWar UkraineRussiaConflict UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co uXodkzGRn1,2,3
2424,Un tank T 64BV ucraino che rimorchia un veicolo di comando russo KamAZ requisito a Hostomel (Oblast di Kiev). Gostomel Kyiv UkraineRussianWar UkraineRussiaWar UkraineRussiaConflict UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co sJyP9vZl1y,1,6
2425,"UKRAINEWAR Nella città occupata di Energodar i russi chiedono ai manifestanti di disperdersi. Le donne rispondono che stanno a casa loro, semmai sono i russi che se ne devono andare. Ukraine Ucraina https: t.co nBOIDstshQ",6,20
2428,"RT : In Ucraina per fare scuola guida, al posto dei birilli, su suggerimento dell esercito russo, usano le mine. Sarebbero",1,0
2429,RT : Bellissimo...... Russia RussiaUkraineWar RussiaUcraina RussiaUkraine RussiaToday Ukraine UkraineWar http,9,0
2431,"Kiev , le forze di difesa hanno catturato un ladro e fatto una procedura con lui già familiare in questi luoghi! Ukraine Ucraini UkrainianRissianWar Ukrainewar Russiaukrainewar Guerrainucraina Ucraina https: t.co x0Xq1sKDAt",0,0
2434,"RT : UkraineWar L'ultimo drammatico bilancio Onu, sono morti almeno 120 bambini nel conflitto in Ucraina https: t.co Q9kNSJayDU",7,0
2447,Ucraina e Russia https: t.co i7kYtNguzo UkraineWar https: t.co uQ0HTFBZbH,0,0
2449,"RT chef: Se lui è la resistenza, Hitler era un partigiano e Mussolini il gobbo del Quarticciolo Ukraine UkraineWar Zelensky https",39,0
2450,L Occidente comunque continua a mostrare un fronte compatto e Draghi sembra prendere esempio dagli studenti torinesi di Piazza san Carlo Così Manuel De Rossi UkraineUnderAtta k UkraineWar https: t.co GKUpjK8JGN,1,3
2452,Un camion di carburante russo nell'Oblast di Kharkiv in fiamme. Charkiv Kharkov Charkov UkraineRussianWar UkraineRussiaWar UkraineRussiaConflict UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co XpHQvU2bmS,2,3
2454,"RT : Ma riuscite a dare una notizia che non venga dagli ucraini? Una sola? Dai, secondo me ce la potete fa",3,0
2455,"Mosca ha chiuso in rialzo ( 2%), con il rublo giù a 85 dollari. Però: il Pil crollerà di 10 punti percentuali, l' inflazione aumenterà e ci sarà una crescita stagnante per molti anni. La Russia piomberà nella crisi peggiore dalla dissoluzione dell' Unionesovietica UkraineWar",0,1
2458,RT : Napoli2022... UkraineRussiaWar Russia UkraineWar Violence PutinWarCrimes Putin RussiaUkraineWar Russia criminals zelen,1,0
2463,"RT : Putin è riuscito anche nell impresa di cancellare il mito dell Armata Rossa. Ora è un esercito distruggitore che, come quello",3,0
2467,"Gli USA quindi sono finalmente in guerra con la Russia: è il piano DEM che si realizza, mandando avanti i nazisti ucraini come carne da cannone, e facendo pagare a noi i costi del loro delirio di conquista. UkraineUnderAtta k UkraineWar UkraineRussiaWar https: t.co VESsNBKmIm",25,37
2468,I cadaveri dell'esercito russo stanno ancora impedendo gli spostamenti lungo le strade delle città liberate dalle forze armate ucraine nella regione di Kiev. Presto saranno imballati in sacchi e rispediti a casa. UkraineWar https: t.co 8KCDSXG203,0,3
2470,UkraineWar Questa non è guerra è barbarie. https: t.co qLDf3TfOEC,0,0
2471,"Se Mazzarri fosse un generale di guerra... ""Giornalisti"". UkraineWar https: t.co xjjATNiKVk",0,0
2473,"Putin criminale di guerra, anche per aver mandato al macello i suoi ragazzini, mentre i genitori pensano che siano a fare esercitazioni. UkraineWar PutinWarCrimes nowars https: t.co P4y4TSDAs7",8,28
2474,La donna di Mariupol da la sua versione dell accaduto all ospedale postando l intervista sul sul IG. Evidentemente abbiamo un altro caso di fake UkraineWar https: t.co OWrEn2TAaO,0,0
2478,Addirittura...che api terribili. Ma fatemi il piacere!!! UkraineWar https: t.co AZKOzAnX0i,0,4
2479,"SIAMO A LEOPOLI, UCRAINA Dopo quasi 2000km di strada abbiamo oltrepassato il confine con la Polonia. Stiamo scaricando cibo, medicine e beni di prima necessità. STOPTHEWARNOW carovanapace UkraineWar UkraineRussianWar GivePeaceAChance Guido Samuel Frieri https: t.co 1gPjGTPfY2",4,7
2481,RT : media mainstream Vende Serve pubblica essenzialmente spazzatura Ukraine Ucraini UkrainianRissianWar Ukr,1,0
2482,media mainstream Vende Serve pubblica essenzialmente spazzatura Ukraine Ucraini UkrainianRissianWar Ukrainewar Russiaukrainewar Guerrainucraina Ucraina Mariupol TgLa7 rainews Rai Mesiaset La7 CNN bbcnews NYTimes LaStampa https: t.co vhAoN6cuJJ,1,3
2484,Il vero problema che più del 80% dei cittadini russi approva l operazione speciale militare. UkraineWar https: t.co TklkPul8B9,0,0
2485,"Quando la finiremo di definire Putin malato ? Malato di tumore, di diabete, di ictus, di Asperger, e chi più ne ha più ne metta. Putin sta benissimo! Definiamolo quindi per quello che è: un tiranno, un dittatore, e soprattutto UN CRIMINALE!! PutinWarCrimes UkraineWar",3,40
2490,Mi chiedo cosa stia facendo la Corte Internazionale di Giustizia. UkraineWar .Almeno 20 corpi trovati per strada a Bucha. Il sindaco: 300 cadaveri nelle fosse comuni https: t.co XvxVw1kmgj,0,0
2494,"UKRAINEWAR Il fotoreporter ucraino Maks Levin, 41 anni, è stato trovato morto. Era scomparso al fronte vicino Kyiv da settimane. Aveva lavorato per diverse testate, tra cui AP, BBC e Reuters. Lascia 4 figli minorenni. https: t.co XrFWHCAnkH Ukraine Ucraina https: t.co dLaj0b2o0A",5,16
2495,"BANCO ALIMENTARE, IN UN MESE OLTRE 35MILA ASSISTITI IN PI UkraineWar Ukrainian https: t.co cu5u9Um868 69 Lazzara r 2012 IMPORTANTE! https: t.co kgzT7IrUfS",4,7
2496,"Nelle rovine di Irpin ,Ucraina, questa immagine straziante. Una giovane donna uccisa da una granata mentre cercava di fuggire dalla sua casa. Il suo mazzo di chiavi nella mano...il portachiavi con i colori dell'Europa.... Ucraina Irpin UkraineWar https: t.co zWf9FiTgK7",5,13
2497,"Proprio per questo spiegano non ci piace come oggi viene rappresentato il conflitto in Ucraina, il primo di vasta portata dell era web avanzata... La propaganda ha una sola vittima: il giornalismo NoWar NoWarWithRussia UkraineWar https: t.co Fi4khC5sI2",0,0
2508,RT : La Lituania sarà il primo paese europeo a bloccare l'importazione di gas russo UkraineRussiaWar,55,0
2511,"RT : Mentre stiamo qui a elogiare l eroismo della resistenza ucraina con l eccitazione emotiva tipica della retorica bellica, la gu",29,0
2512,RT gol: L'attacco durissimo del capo delegazione ucraino contro l'Ue dopo la strage di Bucha UkraineRussiaWar https: t.co ApVUBitJuk,3,0
2513,RT : UkraineRussiaWar Cinquantasette corpi sono stati trovati in una fossa comune a Bucha. Lo denuncia il capo dei soccorritori Serh,8,0
2517,C è ancora qualcuno filo putiniano? UkraineRussiaWar https: t.co v96Y6Dcihz,0,1
2518,RT : UkraineRussiaWar La strategia russa ora punta sugli attacchi aerei mentre vengono ritirate le truppe di terra. A nella zona,3,0
2539,"UkraineRussiaWar Cinquantasette corpi sono stati trovati in una fossa comune a Bucha. Lo denuncia il capo dei soccorritori Serhii Kaplytchny. Una dozzina di corpi erano visibili, alcuni solo parzialmente sepolti: ""Qui, in questa lunga tomba, sono sepolte 57 persone"".",8,17
2544,RT antonio: E noi poveri italiani usiamo gli artificieri per ordigni di 70 anni fa quando si potrebbero tranquillamente spostare a ca,75,0
2549,L'attacco durissimo del capo delegazione ucraino contro l'Ue dopo la strage di Bucha UkraineRussiaWar https: t.co ApVUBitJuk,3,3
2561,"RT : Manifestazioni nella regione di Kherson controllata dai Russi, e come ieri a Energodar si spara per dieperdere le persone.",3,0
2577,"Perché finché vedi il grafene nel vaccino, compatisco. Ma se non vedi i morti giustiziati mi fai orrore. Che schifo UcraniaRussia UkraineRussiaWar freccero https: t.co MRYhgHHHi0",0,3
2579,"RT : Un'esplosione seguita dalla caduta di detriti si è verificata a Tomarovka, nella regione di Belgorod, al confine con l'Ucrai",3,0
2580,Fake video and propaganda. I cadaveri si muovono e uno si siede. https: t.co g8O412CSqj deve finire a Norimberga Zelenskiy UkraineRussiaWar,0,0
2587,RT : Sprechi La mia vignetta per la prima pagina de Il Fatto Quotidiano oggi in edicola! armi guerra RussianUkrainianWar,80,0
2600,"Avanti, venite ancora a dirmi che i russi stanno denazificando l Ucraina Maledetti vigliacchi PutinWarCrimes RussianWarCrimes UkraineRussiaWar https: t.co 7AifwPj7k0",0,0
2601,"RT shine: Riflessione: ci si straccia le vesti, facendo nome e cognome delle vittime di guerra in UkraineRussiaWar... stato lo",17,0
2604,"RT : Ore sei del mattino. Pesanti esplosioni a Odessa. Grosse colonne di fumo e bagliori in direzione nord, non lontano dal",221,0
2605,RT : Ancora orrori dalla guerraucraina UkraineRussiaWar,30,0
2613,"Offenditi per queste immagini, ebete! BuchaMassacre UkraineRussiaWar https: t.co 2vo8fPCLW2",0,0
2623,RT : La fama ha il suo prezzo UkraineRussiaWar RussianUkrainianWar Ucrania https: t.co 14wQhhprjg,289,0
2624,"Raccontateci di Bucha! Raccontateci della vostra ""operazione speciale"" contro civili con le mani legate e giustiziati a sangue freddo! BuchaMassacre UkraineRussiaWar https: t.co YfsR1tE4qP",0,1
2628,RT loop: Ucraina I russi hanno completato il ritiro dall oblast di Kiev. Dietro lasciano distruzioni ed orrore. Fonti da Bucha,3,0
2630,"Questa sera nella Zona Bianca di Rete4 collegamenti e servizi sulla guerra in Ucraina. Tra le tante interviste esclusive quella fortissima a Steve Bannon, guru dell ex presidente statunitense Donald Trump. UkraineRussiaWar zonabianca it https: t.co MDMPmnLLTl",0,2
2636,"RT : Riflettere non ha mai prodotto danni, ed avere ed esprimere dubbi è sinonimo di volontà di comprensione, non di altro. A",23,0
2639,RT gol: Sappiamo che in Italia ci sono forze vicine a Putin: è immorale. Chi sta con lui sostiene i crimini di guerra UkraineRuss,19,0
2644,RT : Come si può trattare la pace di fronte a simili atrocità? Putin è un dittatore e merita una fine degna per t,1,0
2645,"Un'esplosione seguita dalla caduta di detriti si è verificata a Tomarovka, nella regione di Belgorod, al confine con l'Ucraina. Lo ha riferito l'agenzia Tass, citando le autorità locali, secondo le quali non ci sono state vittime UkraineRussiaWar",3,7
2652,"RT 733: Hollywood Bucha il ""cadavere"" sulla destra muove la mano, nello specchiett",1,0
2656,"Come si può trattare la pace di fronte a simili atrocità? Putin è un dittatore e merita una fine degna per tutti i dittatori: Saddam, Gheddafi, Milosevic etc.. L'Occidente dovrebbe agire subito UkraineRussiaWar UkraineUnderAttack Ukraine StopRussianAggression StopWar",1,1
2660,"Hollywood Bucha il ""cadavere"" sulla destra muove la mano, nello specchietto il cadavere dietro si mette a sedere dopo che l'auto è passata. Favoloso! Mi mancavano i cadaveri post covid che fumavano o si grattavano. Ucraina UkraineRussiaWar https: t.co nCJuRTOQMM",1,1
2661,"Guardate ciò è tacete che ci fatte più figura, perché siete delle merd senza umanità. UkraineRussiaWar Bucha https: t.co dfWF5HnYqs",0,0
2663,"Le solite Puttanate dei satanisti piddini. Bucha il ""cadavere"" sulla destra muove la mano, nello specchietto il cadavere dietro si mette a sedere dopo che l'auto è passata. Favoloso! Mi mancavano i cadaveri post covid che fumavano o si grattavano. Ucraina UkraineRussiaWar https: t.co 05mWemSlfv",3,8
2667,"I soldati russi fuggiti.. Guerra Ucraina Russia: reportage giornaliero, immagini UkraineRussiaWar https: t.co gEce0wXwmL",0,0
2672,"Chi sta facendo il giornalismo migliore peggiore riguardo all' UkraineRussiaWar ? Il che esalta la liberazione di Kiev o il che titola ""Il peggio deve ancora venire""?",0,0
2677,"RT : Ieri il Pontefice ha detto che l'ipotesi di un suo viaggio a Kiev ""è sul tavolo"" UkraineRussiaWar https: t.co bn1gmLdZy8",6,0
2678,"RT : UkraineRussiaWar Situazione drammatica sul campo. A Bucha, alle porte di Kiev, le autorità ucraine denunciano l'esecuzione",3,0
2683,"Ansa Bucha il ""cadavere"" sulla destra muove la mano, nello specchietto il cadavere dietro si mette a sedere dopo che l'auto è passata. Favoloso! Mi mancavano i cadaveri post covid che fumavano o si grattavano. Ucraina UkraineRussiaWar https: t.co kVMie3yxn8",0,3
2684,"RT : PutinWarCrimes Dimenticate, o figli, le nuvole di sangue salite dalla terra, dimenticate i padri: le loro tombe affon",15,0
2689,UkraineRussiaWar Zelenskyy Putin Biden addetto al mortaio ha detto che il suo compito era quello di andare in una posizione sul campo e sparare alle coordinate assegnate. I mortai erano diretti verso la città di Mariupol. ammette che stava bombardando civili. verità? https: t.co IwFcSJqoQZ,0,0
2719,RT gol: La strumentazione usata per creare questi messaggi è stata ritrovata in un appartamento nella regione ucraina di Dnipropetrov,7,0
2721,UkraineRussiaWar: questo video è del 2019. Mostra uno scontro tra Zelensky e un membro del battaglione Azov nella regione del Donbas. Zelensky chiede ai neonazisti di deporre le armi. Il combattente rifiuta. Zelensky NON dirige lo spettacolo. I neonazisti lo sono. https: t.co Au3cNybW0H,0,0
2723,UkraineRussiaWar Zelenskyy Putin Biden NATO c'è chi si diverte ma le vere vittime sono loro! video girato dai russi! per il pubblico Russo! e propaganda sia! Marioupol https: t.co odxFRUOjlA,0,0
2725,RT : Siete una VERGOGNA INTERNAZIONALE!!!! Non ci sono altre parole... Sono soltanto felice che abbiate i vost,2,0
2743,"RT icaro: Bucha il ""cadavere"" sulla destra muove la mano, nello specchietto il cadavere dietro si mette a sedere dopo c",1,0
2745,"RT : Guerra UcrainaRussia, il racconto su Internet e socialmedia https: t.co Oig3SJWZaX UkraineRussiaWar",1,0
2749,RT : UkraineRussiaWar: La Polonia è pronta a schierare armi nucleari statunitensi per scoraggiare l'aggressione russa.,2,0
2750,"RT : iacoboni Bucha il ""cadavere"" sulla destra muove la mano, nello specchietto il cadavere dietro si mette a sede",1,0
2753,RT : tornata a farsi viva Marianna Podgurskaya. La blogger ucraina ha spiegato in un video (versione completa su Telegram) che,218,0
2756,"iacoboni Bucha il ""cadavere"" sulla destra muove la mano, nello specchietto il cadavere dietro si mette a sedere dopo che l'auto è passata. Favoloso! Mi mancavano i cadaveri post covid che fumavano o si grattavano. Ucraina UkraineRussiaWar https: t.co vqu1TYlPMS",1,7
2758,RT : La Meloni rivendica il razzismo umanitario: La Polonia accoglie i profughi VERI dell Ucraina . In Siria e Afghanistan i,2,0
2770,"RT : Freccero: ""Il bombardamento a Mariupol è finto, solo propaganda recitata da attori"". Quando Dio distribuiva l'empatia, l",6,0
2781,UkraineRussiaWar: La Polonia è pronta a schierare armi nucleari statunitensi per scoraggiare l'aggressione russa.,2,30
2784,"Guerra UcrainaRussia, il racconto su Internet e socialmedia https: t.co Oig3SJWZaX UkraineRussiaWar",1,1
2817,"RT : Strada tra Bucha e Irpin, città riconquistate dagli Ucraini. Immagini forti e strazianti. Cadaveri sull'asfalto, abbandonati",3,0
2832,"RT : Buonanotte a tutto il Mondo e che torni la PACE OVUNQUE, non solo in Ucraina Pensate a quante tonn di CO2 st",4,0
2836,"RT : UkraineRussiaWar Manteniamo ancora Mariupol, ma il nemico ha preso piede in citta'. Siamo assediati, nessuna risorsa arriva qui",5,0
2838,"RT : iacoboni come fecero a Sarajevo. Sarò un caso? Quella che Tonino Bello chiamava la ""convivialità delle differenze""",1,0
2842,RT : Soldati ucraini sparano alle gambe dei militari russi prigionieri a Kharkiv. (Preferisco non pubblicare il video a causa,303,0
2843,"RT : UkraineRussiaWar Quando la gente protesta, e piu' gente protesta, piu' e' difficile per gli occupanti distruggerci, distruggere",7,0
2845,"RT : Una cosa continua a non essermi chiara, invece di chiedere a Zelensky di arrendersi perché non chiedete a Putin di and",251,0
2848,"RT : Sinceramente, penso non sia mai iniziato. Ma io sono fredda, cinica e ""guerrafondaia"" ..(dicono) UkraineRussiaWar",1,0
2853,RT : Buongiorno UkraineRussiaWar https: t.co dJxiWoL02t,2,0
2859,"RT : UkraineRussiaWar Gli stati baltici hanno bloccato le importazioni di gas dalla Russia. Lo stop e' scattato in Lettonia, Lituani",49,0
2860,"RT : A Bucha, la città a nordovest di Kiev a lungo occupata dalle forze armate russe, sarebbero stati commessi crimini di guerra.",16,0
2864,"RT : Non bastavano i crimini di guerra a Mariupol, Kharkiv, Irpin, Mykolaiv. Abbiamo aggiunto un nuovo capitolo alle atrocit",9,0
2885,Ma gli ufo che osservano...ci hanno fatto sapere nulla? Freccero stopwar PutinWarCrimes Putin 3aprile negazionisti UkraineRussiaWar Ucraina Mariupol,0,0
2891,"RT : Le proprietà di Zelensky in Crimea verranno nazionalizzate, comprese le proprietà acquistate dalla moglie in immobili di",78,0
2903,"RT : Tutti i regimi autoritari si fondano sulla menzogna, sul terrore e la violenza, e finiscono inevitabilmente nella guerr",7,0
2910,La Meloni rivendica il razzismo umanitario: La Polonia accoglie i profughi VERI dell Ucraina . In Siria e Afghanistan invece sono famosi per i combattimenti con le armi giocattolo. meloni ukrainerussiawar ucraina stopputinnow ucraina russiaucraina,2,17
2911,UkraineRussiaWar Zelenskyy Putin Biden NATO guardate il cadavere a terra! cosa fa Mariupole odessa Kiev RussianWarCrimes https: t.co erQRBGKv4i,0,0
2914,"RT : agghiacciante quello che sta emergendo dai villaggi abbandonati dalle truppe russe.Cadaveri per strada,persone che son",1,0
2924,UkraineRussiaWar Zelenskyy Putin Biden NATO guardate il cadavere a terra! cosa fa Mariupole odessa Kiev RussianWarCrimes https: t.co Rdh8hqiFwK,0,0
2925,RT : Chiunque può contribuire a inviando dal proprio territorio segnalazioni di info utili a supporto dei profu,2,0
2954,"RT : Zelensky chiede a Biden carri armati, aerei, elicotteri, missili: La gente inizia a pensare che ci sia un accordo alle n",97,0
2964,RT : UkraineRussiaWar: Il Wagner Group il gruppo paramilitare sostenuto dal Cremlino avrebbe partecipato a un presunto pian,12,0
2978,"RT : Comunque per sicurezza, vista la situazione, un'occhiatina alle casse del vecchio Pci (l'odierno ) io la dare",3,0
2993,"Bucha il ""cadavere"" sulla destra muove la mano, nello specchietto il cadavere dietro si mette a sedere dopo che l'auto è passata. Favoloso! Mi mancavano i cadaveri post covid che fumavano o si grattavano. Ucraina UkraineRussiaWar https: t.co weSreogEif",1,2
2997,RT gol: A Mariupol stava documentando il conflitto scatenato dalla Russia UkraineRussiaWar https: t.co LkSLU4Kvh7,9,0
2999,"UkraineRussiaWar Situazione drammatica sul campo. A Bucha, alle porte di Kiev, le autorità ucraine denunciano l'esecuzione di civili da parte dei russi. Sul fronte sud Odessa ancora sotto attacco. L'inviato con Massimiliano Savino Gr1 https: t.co ZXnS6U2NFM",3,7
3500,"RT : il centro di Mariupol,Oggi. l'amministrazione e il teatro vengono ripuliti dai volontari di Donetsk Peoples Republic",2,0
3501,"RT : UkraineWar ci ha ricordato che prossima e ultima frontiera della guerra è guerra mentale, cioè controllo totale di pe",1,0
3502,"il centro di Mariupol,Oggi. l'amministrazione e il teatro vengono ripuliti dai volontari di Donetsk Peoples Republics.. Ukraine UkraineVSRussia Donbass free. https: t.co hDKTLN7aRD",2,3
3503,"UkraineWar ci ha ricordato che prossima e ultima frontiera della guerra è guerra mentale, cioè controllo totale di percezioni e convinzioni dell'opinione pubblica. Insieme a vi spiego perché. Ukraine UkraineVSRussia UkraineRussiaWar https: t.co UBkhPt3b0U",1,3
3504,veverite in canada si porumbei in Moldova https: t.co A22cW7eSii peace UkraineUnderAtta k UkraineRussiaWar UkraineRussia UkraineVSRussia,0,0
3505,Giulietta è una occola Ucraina UkraineWar UkraineVSRussia https: t.co K1e8rrsqfm,0,0
3506,Storie di guerra https: t.co D7xY0EYrTe UkraineVSRussia https: t.co 5VjrKY9gwG,0,0
3507,RT : Vi sblocco un ricordo anni90 RussiaUcraina RussiaUkraineConflict RussiavsUkraine Russia Putin Biden https: t.co,69,0
3508,RT Cimino: Di male in peggio.. worldwar3 RussiaUkraineConflict UcraniaRussia https: t.co JwjayQtJSN,48,0
3510,"RT Nick : Un grande Michele Santoro a Piazzapulita , mentre Formigli prova a fare il portavoce di Letta a sorpresa. Piazzapuli",7,0
3511,RT : Papa Francesco lo scomunichi subito se si rifiuta di emularlo. IoPagoInRubli NoGreenPass draghivattene LicenziamoDraghi,1,0
3513,"RT : Secondo voi, quale effetto avrà la situazione Russo Ucraina sul prezzo di Bitcoin ? worldwar3 cryptotrading CryptoN",3,0
3514,"RT Nick : Rubli, Rubli, Rubli, Rubli (ah ah ah ah ah ah) Do ya, do ya, do ya, do ya (ah ah ah ah ah ah) Know what your doing, doing",2,0
3521,"Un grande Michele Santoro a Piazzapulita , mentre Formigli prova a fare il portavoce di Letta a sorpresa. PiazzapulitaLA7 guerraucraina Guerra worldwar3 Peace",7,22
3522,"Rubli, Rubli, Rubli, Rubli (ah ah ah ah ah ah) Do ya, do ya, do ya, do ya (ah ah ah ah ah ah) Know what your doing, doing to me? (Ah ah ah ah ah ah) Rubli, Rubli, Rubli, Rubli (ah ah ah ah ah ah) M è venuta così Scusate, lo so, non è bello. rubli worldwar3 gas Peace https: t.co 3gZUN120y1 https: t.co OUSH8Zub3h",2,1
3523,"RT : Per colpa degli oticoni russi la urich ha cancellato la , proporrei di eliminarla da tutto il di ionario, tanto non è mai s",34,0
3524,Papa Francesco lo scomunichi subito se si rifiuta di emularlo. IoPagoInRubli NoGreenPass draghivattene LicenziamoDraghi UkraineRussiaWar di finirla dementocrazia Russophobia gas Worldwar3 https: t.co h2hFQUCS8d,1,0
3525,RT Nick : Esatto. E siamo pure gentili a metterla giù così. Draghistan governodeimigliori GOVERNODRAGHI spesemilitari guerra,1,0
3526,"RT Nick : Ma non mi faccia ridere Come stareste lavorando per evitarla? Sa, se vuole rendere un po meno inutile e ipo",4,0
3530,"Ma non mi faccia ridere Come stareste lavorando per evitarla? Sa, se vuole rendere un po meno inutile e ipocrita questo suo ennesimo tweet dovrebbe spiegarlo. spesemilitari Peace guerraucraina Worldwar3",4,18
3531,Esatto. E siamo pure gentili a metterla giù così. Draghistan governodeimigliori GOVERNODRAGHI spesemilitari guerraucraina Guerra Worldwar3 Peace https: t.co YXpm6sjdgL https: t.co SVXKmTOb8I,1,0
3532,UkraineRussiawar worldwar3 iopagoinrubli draghivattene obbligo di finirla Russophobia pazzi criminali https: t.co k8zvz9mFlA,0,0
3533,"Fanno benissimo. Per colpa di governodeipeggiori, Italia è un manicomio a cielo aperto. DraghiVatteneSUBITO e compagnia risarciscano danni di tasca propria. nogreenpass obbligo di finirla UkraineRussiaCrisis WorldWar3 scimmieurlatrici governodiscappatidicasa circovid https: t.co Cdn2HsWBwq",0,0
3534,Questa che ha dato apertamente del filo putiniano a continua con esternazioni di sto genere. Indecente. worldwar3 guerraucraina guerra PACE Conte https: t.co Ga7hQ3dVyu,0,4
3535,RT Nick : Per una volta un programma che fa le domande come si deve e che presenta i risultati senza storpiarli. cartabianca gue,1,0
3536,Per una volta un programma che fa le domande come si deve e che presenta i risultati senza storpiarli. cartabianca guerraucraina Guerra WorldWar3 PACE https: t.co BzrxjyG6nO,1,4
3537,RT : BlackRock da la sua benedizione per l inizio della III Guerra Mondiale worldwar3 Larry Fink (BlackRock): guerra può acce,3,0
3539,RT : O la storia è una cattiva maestra o l'umanità è una pessima allieva. (Gabriele Martufi) gabrielemartufi aforismi pe,21,0
