,text,retweet,likes
2854,"radioanchio 1aprile 7.30 UkraineRussiaWar spesemilitari con noi il Ministro 8.30 Fine statodiemergenza: Ministro , , 9.05 Israele Yemen Africa Libia https: t.co wtLPYLnI0W",7,11
2855,"UkraineRussiaWar Ucraina Tutte le prime italiane, senza eccezioni, sono sul ""ricatto del gas"" di Putin: o rubli, o si chiudono i rubinetti. Con Francia e Germania che si ribellano. E Draghi spiazzato dall'ennesimo voltafaccia. primapagina 1aprile FRONTPAGE https: t.co nNULpYHWrX",2,2
2857,RT : Ulteriore conferma della contrarietà del popolo italiano alla svolta militarista del nostro governo. Nel sondaggio SWG,25,0
2859,RT : Condividi questa frase? Orsini Guerra UkraineRussiaWar https: t.co LFx0wo2Kqr,1,0
2860,"Ma se questo UkraineRussiaWar accadesse all'Italia, Europe States dovrebbero disinteressarsi? Resistenza oltre ad essere un valore Costituzione e' un dovere per ogni Cittadino Liberta Democrazia https: t.co SQGCHz3XH5",0,0
2861,"Come dargli torto.. se solo faceste vedere le immagini dal campo di giornalisti indipendenti, scoprireste un'altra realtà. Ma siete il mainstream e quindi pazienza, le cerchiamo noi altrove le notizie. Guerra UkraineRussiaWar Putin genocidio russia https: t.co aSDJzvjXaz",1,6
2865,"RT : Quei furbacchioni degli StatiUniti non hanno sanzionato diversi oligarchi russi, a differenza della UE e di UK. Tra que",36,0
2879,TREMO. Al pensiero di chi avrebbe potuto esserci al suo posto Draghi UkraineRussiaWar https: t.co axRMIrV0Fy,0,2
2887,RT : Gli USA hanno parificato i fertilizzanti russi ai medicinali perché non rientrino nelle sanzioni. Ucraina UkraineRussia,25,0
2890,"RT : ""Non è il mio Sasha"": La smentita della mamma del bambino scomparso in Ucraina, mentre fuggiva con la nonna che è an",6,0
2893,"Avete voluto rimandare l abbandono del gas per salvare 4 multinazionali che fanno soldi a palate? Avete voluto stritolare la produzione interna per far fare ancora più soldi ai soliti noti? E ora beccatevi Cina, Russia, pagamenti in rubli e UkraineRussiaWar FALLIMENTI EUROPA!",0,1
2898,...conflitto con tutto quel che ne consegue... La Russia verrebbe formalmente legittimata ad attaccarci... NATO UkraineRussiaWar,0,1
2901,"Vai a scopare te stesso, Putin! (Italian) UkraineRussiaWar PutinWarCrimes",0,0
2902,hashtag in tendenze a marzo: ... NapoliMilan UkraineRussiaWar uominiedonne JuveVillarreal UltimaFermata TurchiaItalia Salvini UkraineRussianWar Dostoevskij MilanInter BahrainGP ... ingrandimento: https: t.co AmgI584oWg selenium ezgif isoverdue pianoroll,0,0
2911,UkraineRussiaWar La disumanità della guerra al cellulare https: t.co sxqKutlGdB,0,0
2921,"RT : UCRAINA, RISIKO NUCLEARE. Atlantide mercoledi 21:15 La7 Chernobyl Zaporizhzhia guerra UkraineRussiaWar Kiev Mo",27,0
2925,"Non serve mandare sempre più armi a Ucraina, MA Biden può darci il gas gratis (tra trasporto e rigassificazione cmq lo pagheremmo quanto quello via tubo) e NON PAGHEREMO PI PUTIN, COS FERMANDOLO! UkraineRussiawar",0,0
2926,"Oggi elogiamo Anna Politkovskaja, che prima e meglio di tutti ha raccontato la Russia di Putin. Ma ai suoi funerali non c'era nessuno dei decisori internazionali che avrebbero dovuto ascoltarla. UkraineRussiaWar https: t.co 7Q2llBvfGn",3,14
2928,"RT : Nella martoriata Irpin. Per i russi doveva essere la porta di accesso alla Capitale, ora è sotto il controllo ucraino. Lì oggi",8,0
2933,Piazzapulita UkraineRussiaWar se questi sono i rappresentanti in giro per le trasmissioni mi vergogno di aver votato fino a ieri i frutti della scissione dell'atomo sinistra,0,1
2942,Servirebbe un altro sorvolo alla Mathias Rust per armonizzare i vari ambienti. UkraineRussiaWar,0,0
2946,"Quanto manca al titolo... ""Biden sta male... Subentra kamella?!"" sono solo 600 giorni che si parla del laptop di Hunterino monellino... Possiamo fare un fast forward e vedere l'epilogo?! HunterBidensLaptop HunterBiden UkraineRussiaWar https: t.co gRWAAtzusk",0,0
2950,Ormai la guerra si combatte ovunque anche su Wikipedia con l'edit war riguardo la stragediodessa . Un assaggio di cosa deve essere stata la WWII . Potete tutti leggere la cronologia e la discussione se vi registrate. Censura UkraineRussiaWar https: t.co VsxGMUNxON https: t.co FGc1WZoWwv,0,0
2951,"Chi era Edy Ongaro, il foreign fighter veneto morto in Donbass che combatteva con i filo russi contro Kiev UkraineRussiaWar https: t.co Zyp0Zk7ycU",0,6
2957,Hey IDIOTI PuttanePrezzolate vi rivelo un segreto. I convogli della croce rossa vengono usati dai NaziUkraine amici del PezzoDiMerda di Zelenskyy per trasportare armi com'è stato già ampiamente dimostrato. M3RD3. Piazzapulita GoPutinGo UkraineRussiaWar PutinPucchiaDuro https: t.co VpRzcTHoP3,0,0
2958,"RT gol: Morto il miliziano italiano Edy Ongaro, il 46enne che combatteva con i separatisti russi dal 2015: stato colpito da una bo",4,0
2962,Cappellini è un fazioso a cui il cervello gira al contrario. PiazzapulitaLA7 giornalai La7 UkraineRussiaWar Putin,0,0
2980,"Vai a scopare te stesso, Putin! (Italian) UkraineRussiaWar StopPutin",0,0
2983,"RT gol: Italia e Germania avevano ricevuto rassicurazioni sul pagamento in euro, smentite ora dalla decisione di Putin UkraineRussia",4,0
3504,veverite in canada si porumbei in Moldova https: t.co A22cW7eSii peace UkraineUnderAtta k UkraineRussiaWar UkraineRussia UkraineVSRussia,0,0
3505,Giulietta è una occola Ucraina UkraineWar UkraineVSRussia https: t.co K1e8rrsqfm,0,0
3506,Storie di guerra https: t.co D7xY0EYrTe UkraineVSRussia https: t.co 5VjrKY9gwG,0,0
3507,RT : Vi sblocco un ricordo anni90 RussiaUcraina RussiaUkraineConflict RussiavsUkraine Russia Putin Biden https: t.co,69,0
3508,"RT Nick : Un grande Michele Santoro a Piazzapulita , mentre Formigli prova a fare il portavoce di Letta a sorpresa. Piazzapuli",7,0
3513,"RT Nick : Rubli, Rubli, Rubli, Rubli (ah ah ah ah ah ah) Do ya, do ya, do ya, do ya (ah ah ah ah ah ah) Know what your doing, doing",2,0
3515,"Un grande Michele Santoro a Piazzapulita , mentre Formigli prova a fare il portavoce di Letta a sorpresa. PiazzapulitaLA7 guerraucraina Guerra worldwar3 Peace",7,20
3516,"Rubli, Rubli, Rubli, Rubli (ah ah ah ah ah ah) Do ya, do ya, do ya, do ya (ah ah ah ah ah ah) Know what your doing, doing to me? (Ah ah ah ah ah ah) Rubli, Rubli, Rubli, Rubli (ah ah ah ah ah ah) M è venuta così Scusate, lo so, non è bello. rubli worldwar3 gas Peace https: t.co 3gZUN120y1 https: t.co OUSH8Zub3h",2,1
3517,"RT : Secondo voi, quale effetto avrà la situazione Russo Ucraina sul prezzo di Bitcoin ? worldwar3 cryptotrading CryptoN",3,0
3518,"RT : Per colpa degli oticoni russi la urich ha cancellato la , proporrei di eliminarla da tutto il di ionario, tanto non è mai s",34,0
3519,Papa Francesco lo scomunichi subito se si rifiuta di emularlo. IoPagoInRubli NoGreenPass draghivattene LicenziamoDraghi UkraineRussiaWar di finirla dementocrazia Russophobia gas Worldwar3 https: t.co h2hFQUCS8d,1,0
3520,"RT Nick : Ma non mi faccia ridere Come stareste lavorando per evitarla? Sa, se vuole rendere un po meno inutile e ipo",4,0
3523,"Ma non mi faccia ridere Come stareste lavorando per evitarla? Sa, se vuole rendere un po meno inutile e ipocrita questo suo ennesimo tweet dovrebbe spiegarlo. spesemilitari Peace guerraucraina Worldwar3",4,17
3524,Esatto. E siamo pure gentili a metterla giù così. Draghistan governodeimigliori GOVERNODRAGHI spesemilitari guerraucraina Guerra Worldwar3 Peace https: t.co YXpm6sjdgL https: t.co SVXKmTOb8I,1,0
3525,UkraineRussiawar worldwar3 iopagoinrubli draghivattene obbligo di finirla Russophobia pazzi criminali https: t.co k8zvz9mFlA,0,0
3526,"Fanno benissimo. Per colpa di governodeipeggiori, Italia è un manicomio a cielo aperto. DraghiVatteneSUBITO e compagnia risarciscano danni di tasca propria. nogreenpass obbligo di finirla UkraineRussiaCrisis WorldWar3 scimmieurlatrici governodiscappatidicasa circovid https: t.co Cdn2HsWBwq",0,0
3527,Questa che ha dato apertamente del filo putiniano a continua con esternazioni di sto genere. Indecente. worldwar3 guerraucraina guerra PACE Conte https: t.co Ga7hQ3dVyu,0,4
3528,RT Nick : Per una volta un programma che fa le domande come si deve e che presenta i risultati senza storpiarli. cartabianca gue,1,0
3529,Per una volta un programma che fa le domande come si deve e che presenta i risultati senza storpiarli. cartabianca guerraucraina Guerra WorldWar3 PACE https: t.co BzrxjyG6nO,1,4
3530,RT : BlackRock da la sua benedizione per l inizio della III Guerra Mondiale worldwar3 Larry Fink (BlackRock): guerra può acce,3,0
3532,RT : O la storia è una cattiva maestra o l'umanità è una pessima allieva. (Gabriele Martufi) gabrielemartufi aforismi pe,21,0
3533,Un abbraccio ai produttori di vocabolari. NoGreenPass UkraineRussiaWar worldwar3 dementocrazia Zorro effettodunningkruger obbligo di finirla https: t.co x88lPKPujQ,0,0
3534,RT : Quindi ora censurano pure Zorro? UkraineRussiaWar worldwar3 satira DraghiVatteneSUBITO obbligo di finirla UcrainaRuss,1,0
3535,Quindi ora censurano pure Zorro? UkraineRussiaWar worldwar3 satira DraghiVatteneSUBITO obbligo di finirla UcrainaRussia https: t.co GDPnBIrYou,1,0
3542,"RT Nick : Italy s populist pro Putin leader Dopo questa sua uscita, la professione da lei praticata dovremmo chiama",3,0
3550,"Italy s populist pro Putin leader Dopo questa sua uscita, la professione da lei praticata dovremmo chiamarla ancora giornalismo? worldwar3 guerraucraina Pace Conte",3,13
3558,Mi pare che Cypher se ne pentisse presto... Ci vogliono gli attributi. Matrix nogreenpass draghivattene circovid dontlookup dementocrazia obbligo di finirla covidopoli vaccinopoli pfizergate omicron UkraineRussiawar worldwar3 https: t.co 94WgzhdwR4,1,0
3561,"Forse ""Italiani Coglioni d'Europa e del Mondo"" lo capiranno soltanto quando vedranno 18 60enni chiamati al fronte. Oppure manco allora. Sono già stati resi insensibili ai malori improvvisi e alle morti in eccesso... UkraineRussiaWar worldwar3 draghivattene obbligo di finirla https: t.co EFoE6a6mHj",1,0
3563,"Che immensa rottura di palle, 'sti politici rimbambiden che pasteggiano a birra, viagra e dragoncello. Ma vadano a guardare i cantieri... scimmieurlatrici dementocrazia ucrainopoli worldwar3 obbligo di cacciarli Russophobia UkraineRussiaWar idiocracy DontLookUp https: t.co EFoE6a6mHj",1,0
3569,""" così che muore la libertà: sotto scroscianti applausi."" (cit) C'è pure una certa somiglianza fisica con Palpatine. StarWars nogreenpass obbligo di finirla discriminazione dementocrazia UkraineRussiawar worldwar3 pagliacci tachipirinaevigileattesa covidopoli https: t.co j6RkIKfe1v",1,0
3574,"2020: manca pianopandemico aggiornato. Il popolo resta indifeso, solo, terrorizzato dai media. 2022: manca piano aggiornato per worldwar3, rifugi antiatomici esistono solo per i politici Il popolo è sempre indifeso, solo, terrorizzato dai media. Norimberga2 UkraineRussia",1,0
3576,"Per colpa degli oticoni russi la urich ha cancellato la , proporrei di eliminarla da tutto il di ionario, tanto non è mai stata essen iale z terzaguerramondiale ZelenskyWarCriminal worldwar3 https: t.co DJqITF6ZSJ",34,143
3577,RT : E la mia Coca Cola Zero? satira IoPagoInRubli UkraineWar worldwar3 dementocrazia asteroide dinosauri russoph,2,0
3578,E la mia Coca Cola Zero? satira IoPagoInRubli UkraineWar worldwar3 dementocrazia asteroide dinosauri russophobie RussoUkrainianWar obbligo di finirla draghivattene Biden https: t.co 6AFKHWx9bE,2,0
3579,worldwar3 scherziamocolfuoco Ucraina Nei governi si parla di guerra nucleare come se si trattasse delle Olimpiadi. Chi fermerà la marcia della follia? https: t.co 4ZXqKqmVJO,1,2
3580,"Se lo dice Marcon va bene, se lo dice Orsini o qualcun altro in Italia lo tacciamo di filo putinismo invece. La coerenza. Pace worldwar3 Biden",1,4
3581,"Intanto la possibilità di dire scemenze andrebbe tolta ai gov Soprattutto di legiferarle e di farle applicare. I popoli seguono esempio dei gov, da anni ne abbiamo conferma. nogreenpass greenpass Dementocrazia Covidopoli vaccinopoli UkraineRussia DraghiVattene worldwar3 https: t.co VZhrE92610",1,1
3582,"RT : DrStranamore ""Zaia 'tranquillizza' i veneti sul pericolo nucleare"" https: t.co AMhjK7a1dP via ""Come ho imparato a",2,0
3583,"Secondo ""siamo"" in missione per conto di Dio. Essere peggiore di Trump sembrava impossibile. Biden c'è riuscito. Ucraina Warzone WarCrimes WARINUKRAINE war Putin zelensky worldwar3 Kiev Mariupol guerrafondai Ucraini RussianUkrainianWar",1,1
3584,RT Nick : Aggiornamento: arrivato frettoloso il tentativo di smentita di Biden da parte della Casa Bianca accortasi che l affe,17,0
3586,"""Segreti di stato"" è la prox serie TV da produrre... UkraineRussiaWar worldwar3 bergamo pandemia https: t.co br5vc0AXUA",1,0
3587,"Bidenopoli Ucrainopoli, le nuove serie TV made in Usa. Presto anche sui nostri schermi. UkraineRussiaWar rimbambiden putin Zelensky worldwar3 https: t.co OPtWcyASvQ",1,0
3589,RT Nick : (CNN) Biden : Putin cannot remain in power Un altro esperto di diplomazia che rappresenta perfettamente l essenza ste,16,0
3590,"Biden è un pericoloso demente e Draghi un pazzoide che lo segue. Due esseri che devono essere cacciati al più presto , prima che portino il mondo nell'abisso della worldwar3 . https: t.co 6rjyMnPl0c",1,0
3592,"RT Nick : Biden : sarà una battaglia che non sarà vinta in pochi giorni, in pochi mesi L assenza di volontà di trovare soluzio",6,0
3603,"Biden : sarà una battaglia che non sarà vinta in pochi giorni, in pochi mesi L assenza di volontà di trovare soluzioni diplomatiche. inonda worldwar3 Pace",6,28
3617,Aggiornamento: arrivato frettoloso il tentativo di smentita di Biden da parte della Casa Bianca accortasi che l affermazione può portare la situazione ad un punto di non ritorno. Cosa dovremmo pensare? Che è anzianotto e che quindi può capitare? Pace worldwar3,17,22
3623,UkraineRussianWar worldwar3 draghivattene obbligo di finirla Russophobia RussoUkrainianWar https: t.co cqRCzCy1qU,1,0
3626,(CNN) Biden : Putin cannot remain in power Un altro esperto di diplomazia che rappresenta perfettamente l essenza stessa di un portatore di Pace . Questi ci fanno avvicinare giorno dopo giorno sempre più ad un olocausto nucleare . guerraucraina worldwar3 https: t.co n5oyEfio6h,16,47
3627,"Dell'assassinio di Kireyev , se ne sa più nulla? Invece di pubblicare pedopornografia bellica come la bambina con fucile e lecca lecca, la libera stampa italiana potrebbe approfondire. 26marzo Ucraina war WarCrimes Putin giornalisticonlelmetto Kiev worldwar3 NoWar",1,0
3628,"In realtà volevano invitarlo ai RazzieAwards, la cerimonia in cui premiano le peggiori interpretazioni dell'anno, ma il traduttore ha sbagliato una virgola durante la spiegazione in ucraino e Zelensky ha capito Oscar Non sanno come dirglielo satira UkraineRussia worldwar3 https: t.co d5qtkip6uv",1,1
3629,"Il Ragno che governa le rete della setta satanica non appare mai, delega i governi corrotti per attuare i suoi piani di guerra, distruzione, malattie e morte. SATANIC DRAGHIINGALERA Draghistan down NoGreenPass Biden worldwar3 COVID19 VaccineSideEffects vaccini vaccino https: t.co g6xTyuyWcu",1,3
3630,Si ma non dimentichiamo che Putin fu nominato per il Nobel per la Pace e tutti lo amavano e osannavano UkraineRussiaWar Ukraine UkraineRussia UkraineUnderAtta k war worldwar3,1,1
3631,"La storia certo non giustifica quest'aggressione, ma conoscerla aiuterebbe ad avere dibattiti più realistici, evitando di giocare con scenari da worldwar3. Anche perché in Russia se ne parla da anni",1,0
3632,RT : Una GUERRA dopo due anni di Pandemia mi sembra a dir poco ASSURDA!!! NoWar Ukraine worldwar3 WWWIII RussiaUkraineConf,14,0
3633,"Putin, l'appello del soldato Russo prigioniero: Qui ci uccidono e la colpa è sua, deve finirla RussiaUkraineConflict UkraineWar russianinvasion Ucraina Ukraine PutinIsaWarCriminal worldwar3 ultimenotizie in Italia EU Europa Europe USA https: t.co 8rqLrwEEfr",1,1
3634,"Hanno già deciso, i Dem vogliono la worldwar3 !!! Hanno mandato avanti degli invasati nazisti per accedere la miccia, ma ci sono stati sempre loro a controllare il governo dell Ucraina Zelenskyy è solo il loro frontman. https: t.co KdQXA2V9JA",1,1
3635,"DrStranamore ""Zaia 'tranquillizza' i veneti sul pericolo nucleare"" https: t.co AMhjK7a1dP via ""Come ho imparato a convivere con la bomba."" La nuova sitcom veneta. Imperdibile! UkraineRussia RussiaUkraineWar russofobia worldwar3 satira DarwinAward circowar",2,0
3636,"In tutto questo caos, aspetto ancora la Coca Cola Zero che avevo ordinato. IoPagoInRubli UkraineRussiaWar russofobia WorldWar3 obbligo di finirla Wlapace https: t.co dlVYMiWRnX",1,0
3637,"Cioè un tizio dice ""siamo nazionalisti ucraini"", poi aggiunge ""Abbiamo anche russi, bielorussi, georgiani, croati, americani, inglesi, francesi"", e l'inviato e quelli di gol manco si accorgono che li sta prendendo per il culo. worldwar3 Orsini https: t.co CHCi4x7iI6",0,0
3638,"gol Cioè un tizio vi dice ""siamo nazionalisti ucraini"", poi aggiunge ""Abbiamo anche russi, bielorussi, georgiani, croati, americani, inglesi, francesi"", e l'inviato e voi di gol non vi accorgete che vi sta prendendo per il culo? worldwar3",0,0
3639,Ma caro BorisJohnson si rende conto che saremo noi a finire di questo passo? worldwar3 https: t.co mcBVYzTg9f,0,0
3640,Qatar2022 ma siamo così sicuri che si giocheranno? worldwar3,0,0
3641,"Suvvia dai, non drammatizziamo, al mondiale se va avanti così ci andremo comunque conflitto italiamacedoniadelnord WorldCupQatar2022 worldwar3",0,0
3642,"Tranquilli, il mondiale non lo avremmo comunque visto Qatar2022 Putin worldwar3 atomicwar",0,0
3643,Hanno vinto tutto! dementocrazia UkraineRussianWar russophobie RussoUkrainianWar worldwar3 idiocracy obbligo di finirla https: t.co v5llBSKe1L,0,0
3644,"Deve ancora consegnarmi la Coca Cola Zero ordinata ore fa. Gli ho detto che avrei pagato in rubli. Uff, servizio pessimo. UkraineRussianWar worldwar3 obbligo di finirla satira dementocrazia IoPagoInRubli draghivattene DiMaio https: t.co RBavyyCxI0",0,0
3645,"Ma non la sentite anche voi questa brezza, questo venticello che tra non molto,sarà una vera e propria tempesta perfetta. BidensWar Occidente worldwar3 armichimiche Iraq Syria RussiaUcraina",0,0
3646,"ah beh anch'io sono tranquillo, uso sempre la bolognese worldwar3",0,1
3647,Scusate ma io pesco all inglese e se pernotto mi porto la canadese worldwar3,0,1
3648,"natocountries councilofeurope E dopo la posa per la fotografia di rito (è ancora presto per ostriche e champagne), via tutti belli sorridenti a menar can per l aia finché non riescono a trovare il modo per scatenare una bella worldwar3 https: t.co TkEkyvborB",0,0
3649,"RT : ""Salve, vorrei una Coca Cola Zero ghiacciata."" obbligo di finirla UkraineRussiaConflict worldwar3 dementocrazia DraghiVa",1,0
3650,RT : Supercazzola made in Draghivattene Con scappellamento a Est obbligo di finirla IoPagoInRubli hairotto UkraineRussiaConfl,1,0
3651,RT : Che cos'è la guerra? Lo sguardo perso nel vuoto di un bambino in fuga che non sa cosa sta accadendo ma che vede tutto il,235,0
3652,Supercazzola made in Draghivattene Con scappellamento a Est obbligo di finirla IoPagoInRubli hairotto UkraineRussiaConflict worldwar3 https: t.co u2Plu21jdy,1,0
3653,"""Salve, vorrei una Coca Cola Zero ghiacciata."" obbligo di finirla UkraineRussiaConflict worldwar3 dementocrazia DraghiVattene https: t.co g8gSFYe36C",1,0
3654,"Sono d'accordo, draghivattene è un ex prof universitario di economia. draghistandown obbligo di finirla NoGreenPass UkraineRussiaConflict worldwar3 crisi recessione default Titanic italia https: t.co 7KMsfye0Mk",0,0
3655,"Vi meravigliate ancora che questi non stiano bene con la capa... Ripeto: perizia psichiatrica e divieto di lavorare in politica, economia, finanza e legge. Sono bimbi di 5 anni. UkraineRussiaConflict worldwar3 IoPagoInRubli https: t.co cYpCayCGFy",0,0
3656,Il Papa è infallibile solo quando parla di religione. Il 2% del Pil è troppo poco: considerando che siamo sull'orlo della worldwar3 io aumenterei il tetto di spesa al 5%,0,0
3657,BlackRock da la sua benedizione per l inizio della III Guerra Mondiale worldwar3 Larry Fink (BlackRock): guerra può accelerare adozione valute digitali https: t.co atSRP5vtTm,3,1
3658,"RT : Costui ""pretende"". Ecco cosa succede quando si cresce nella bambagia. Si perde il senso delle cose. DraghiVatteneSUBITO Russ",5,0
3659,"ibuoni worldwar3 noninmionome è una medaglia esser bloccati da lei, non la credevo così ipocrita ! in effetti ora capisco perché la fanno stare sempre in TV! Errore mio crederle! Continui pure a dimostrare quello che è ! Addio https: t.co 2QDGej9T7m",0,2
3660,"RT : Parlate, per cortesia, ci servono consulenti per la sceneggiatura di Covidopoli e Vaccinopoli, le due nuove telenovele itali",2,0
3662,RT : stopdisinformazione UkraineRussianWar worldwar3 NoGreenPass dementocrazia obbligo di finirla DraghiVatteneSUBITO,2,0
3663,stopdisinformazione UkraineRussianWar worldwar3 NoGreenPass dementocrazia obbligo di finirla DraghiVatteneSUBITO https: t.co pN1c3iNKTc,2,0
3664,"Costui ""pretende"". Ecco cosa succede quando si cresce nella bambagia. Si perde il senso delle cose. DraghiVatteneSUBITO RussiaUkraineWar Worldwar3 draghihairotto dementocrazia draghi DraghiVattene https: t.co QW6Olx9eMn",5,7
3665,"Parlate, per cortesia, ci servono consulenti per la sceneggiatura di Covidopoli e Vaccinopoli, le due nuove telenovele italiane che ci terranno compagnia per i prossimi 30 anni. Pls. DraghiVatteneSUBITO RussiaUkraineWar Worldwar3 dementocrazia obbligo di finirla draghi https: t.co CtCivnVcXB",2,0
3666,"RT Nick : delrio cappellini imbarazzante, ha pure eliminato il suo tweet precedente dove so",4,0
3667,Perchè il mondo non Ama . Signore Pietà . PeaceNotWar PeaceInUkraine,0,0
3668,Fa paura ascoltare l'Altro eh!! Ukraine PeaceInUkraine ASAP https: t.co HU6oJpTP4P,0,0
3669,"""Nessuno è nato sotto una cattiva stella; ci sono semmai uomini che guardano male il cielo. DalaiLama StopWarInUkraine NoWarInUkraine PeaceInUkraine https: t.co 4WKq6ehXFe",0,0
3670,"Una persona che viene in una trasmissione a seminare violenza, con espressioni dure, astiose, sconfessate peraltro dall'ottimo Caracciolo, è brutta dentro. Questo intendevo dire, caro Marco. La sua carriera mi interessa ancora meno PeaceInUkraine NoWarInUkraine",0,0
3671,RT : Hai sentito bene. Il servizio su Mariupol metteva a confronto la dignitosa miseria della gente comune e la schifo,1,0
3672,Hai sentito bene. Il servizio su Mariupol metteva a confronto la dignitosa miseria della gente comune e la schifosa vigliaccheria degli amministratori locali che se la sono data a gambe levate NoWarInUkraine PeaceInUkraine,1,4
3673,RT : Parliamo d' amore invece che di Guerra No al riarmo No armi Peace PeaceInUkraine BuongiornoATutti 31marzo M,1,0
3674,RT : Ricordando la nostra cara sorella Tamara Chikunova a Novara dove ha vissuto i suoi ultimi anni nella famiglia di,3,0
3677,"Non mi interessa chi vincerà la guerra, a me interessa che ci sia PACE nel MONDO! PeaceInUkraine",0,0
3678,"guida la corsa di Roma all Expo2030 contro Odesa. Come suggerisce , sarebbe un bel segnale ritirarsi per schierarsi correttamente e concretamente nella ucrainarussiawar e favorire PeaceInUkraine https: t.co qqYNYseRXy",0,0
3680,Ricordando la nostra cara sorella Tamara Chikunova a Novara dove ha vissuto i suoi ultimi anni nella famiglia di testimone audace e instancabile della lotta per la vita contro la pena di morte nodeathpenalty PeaceInUkraine https: t.co RLzbTG1AGi,3,3
3681,RT : All we are saying is give peace a chance. Tutto quello che stiamo dicendo è di dare alla pace una possibilità. (John Le,1,0
3682,"Questa è la GuerraRussiaUcrania, non un volgare tifo da stadio PeaceInUkraine https: t.co vt8tf2lk2l",0,1
3683,"All we are saying is give peace a chance. Tutto quello che stiamo dicendo è di dare alla pace una possibilità. (John Lennon, Give Peace A Chance) StopWar NoWar Peace NoWarInUkraine PeaceInUkraine https: t.co 4Yblc2MNYk",1,4
3684,"Wow, solo stupore e silenzio. Finland NATO Europa StopWar PeaceInUkraine Ukrainian visegrad https: t.co XZGscKJW2d",0,0
3685,urso Fermiamo la guerra con l'amore. PeaceInUkraine,0,0
3686,"Cina Russia, incontro tra Sergey Lavrov e Wang Yi https: t.co sRsxlZf7lR Lavrov Yi Eurocomunicazione summit Cina WangYi Russia TUNXI RussianUkrainianWar StopWar PeaceInUkraine NoWarInUkraine WAR Warzone StopTheWar GuerraRusiaUcrania Afghanistan",0,2
3687,RT psiche: Non parlare mai di amore e Pace : un Uomo ci ha provato e lo hanno crocifisso Jim,124,0
3688,Forze Armate. Marina Italiana Ukraine UkraineRussiaWar war Italy italiani PeaceInUkraine https: t.co RnOP7hiVST,0,0
3689,Forze Armate. Marina Italiana Ukraine UkraineRussiaWar war Italy italiani PeaceInUkraine https: t.co s9gsVSulAJ,0,0
3690,Forze Armate. Marina Italiana Ukraine UkraineRussiaWar war Italy italiani PeaceInUkraine https: t.co GjkxXjdLhT,0,0
3691,Parliamo d' amore invece che di Guerra No al riarmo No armi Peace PeaceInUkraine BuongiornoATutti 31marzo Make love not WAR https: t.co 0GCHcB3QgM,1,1
3692,"RT frigerio: La morte di AnnaPolitkovskaja è stata un omicidio politico , una punizione per i suoi articoli : per i colleghi di",28,0
3694,RT : Ditto. WeStandWithUkraine PeaceInUkraine DemVoice1 https: t.co Rpo6d952Qy,33,0
3695,"UkraineRussiaWar PeaceInUkraine PutinWarCriminal Draghi Non ricordo che Roosevelt e tanto meno Stalin sentissero la necessità di telefonare all'imbianchino pazzo di Berlino. L'unico che lo faceva era un maestro romagnolo, insonne.",0,0
3697,RT : La Russia colpisce la sede della CroceRossa a Mariupol. Cos'altro dobbiamo aggiungere? L'esercito di Mosca non doveva,2,0
3700,RT : Non è possibile che Putin abbia sbagliato i calcoli. Ha scelto di logorare il nemico per esasperare gli animi e provocare u,1,0
3701,"Non è possibile che Putin abbia sbagliato i calcoli. Ha scelto di logorare il nemico per esasperare gli animi e provocare una risposta ""imprudente"". Ukraine 30Marzo Zelenski Ukraine PutinWarCrimes war RussianUkrainianWar Russia PeaceInUkraine RussiaUkraineConflict",1,2
3703,"Anna Netrebko torna in scena, condanna l'invasione russa in Ucraina e prende le distanze da Putin StopWarInUkraine StopPutinNOW L'arte chiede PeaceInUkraine ""Condanno in modo esplicito la guerra contro l'Ucraina. La mia posizione è chiara"" https: t.co DWF9YkvUMi",0,23
3706,"RT : Zelensky risultati positivi dai negoziati ma non ci fidiamo. Le sanzioni via solo a guerra finita Neutralità, no a in",2,0
3712,La Pace non è solo fondamentale per salvare la vita per tutti gli ucraini oggi sotto minaccia diretta delle armi. La Pace è anche fondamentale per salvare chi rischiava la fame nel mondo già prima che il grano ucraino sparisse. PeaceInUkraine StopWar Africa valigiablu https: t.co S82gEmxExp,0,1
3713,"La Russia colpisce la sede della CroceRossa a Mariupol. Cos'altro dobbiamo aggiungere? L'esercito di Mosca non doveva colpire solamente ""obiettivi militari""? StopRussia StopWarInUkraine PeaceInUkraine PrayForPeace PrayingForUkraine",2,3
3722,"Per tutti i filorussi amici di Putin che rinnegano la guerra in Ucraina e sostengono Putin e la guerra, e che mi taggano e vogliono seguirmi ( PeaceInUkraine PeaceNotWar ukrainafree ) https: t.co 9A3w3bR9Rb",0,0
3725,RT : PeaceInUkraine Leggere per aprire gli occhi Grazie,1,0
3733,"La morte di AnnaPolitkovskaja è stata un omicidio politico , una punizione per i suoi articoli : per i colleghi di NovayaGazeta nessun dubbio. A lei e ai giornalisti caduti in UkraineRussiaWar la nostra riconoscenza, il nostro impegno. Ukraine PeaceInUkraine journalism https: t.co T7FgayL1en",28,97
3734,Forze Armate. Forze Armate. Ukraine UkraineRussiaWar war Italy italiani PeaceInUkraine https: t.co zebSpQOC7Z,0,0
3735,Forze Armate. Forze Armate. Ukraine UkraineRussiaWar war Italy italiani PeaceInUkraine https: t.co m2EjAwFZ9d,0,0
